age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
38,Private,1144659,5th-6th,3,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,37,United-States,<=50K
17,Private,1077845,7th-8th,4,Widowed,Sales,Husband,Asian-Pac-Islander,Male,0,0,53,Cuba,<=50K
27,Self-emp-not-inc,1225173,9th,5,Divorced,Handlers-cleaners,Not-in-family,Other,Female,0,0,67,Philippines,>50K
89,Federal-gov,840976,Masters,14,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,16,Canada,<=50K
89,Self-emp-not-inc,263218,9th,5,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,95,Cuba,<=50K
77,Federal-gov,250233,1st-4th,2,Separated,Handlers-cleaners,Unmarried,Other,Male,0,0,29,England,<=50K
46,Local-gov,223720,11th,7,Separated,Farming-fishing,Unmarried,Other,Male,0,0,72,Philippines,>50K
56,Private,1414579,HS-grad,9,Widowed,Farming-fishing,Own-child,Other,Female,0,0,67,El-Salvador,<=50K
64,Federal-gov,469846,5th-6th,3,Divorced,Farming-fishing,Unmarried,Black,Male,0,0,77,Philippines,>50K
21,Private,67983,1st-4th,2,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,47,Canada,<=50K
52,Private,681586,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Wife,Other,Female,0,0,19,Cuba,<=50K
34,Self-emp-not-inc,1286664,9th,5,Divorced,Farming-fishing,Wife,Other,Female,0,0,44,Philippines,<=50K
62,Private,750445,Doctorate,16,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,61364,2462,18,Mexico,<=50K
73,Private,1478248,12th,8,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,44,India,<=50K
21,Private,401754,12th,8,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,88,Puerto-Rico,>50K
24,Private,830107,HS-grad,9,Separated,Exec-managerial,Other-relative,Black,Male,0,0,80,Cuba,<=50K
27,Federal-gov,1044969,Prof-school,15,Separated,Prof-specialty,Wife,Other,Female,0,0,26,Philippines,>50K
22,Private,609591,Masters,14,Widowed,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,65,Puerto-Rico,<=50K
47,Federal-gov,858642,Some-college,10,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,50727,1637,40,India,>50K
52,Private,750273,Prof-school,15,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,56,Canada,<=50K
39,Private,557335,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,32,India,>50K
40,Private,1030210,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,51830,175,10,Mexico,>50K
43,Private,1367993,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,62,Philippines,>50K
38,Private,440959,Assoc-voc,11,Widowed,Handlers-cleaners,Unmarried,Other,Female,0,0,92,India,<=50K
46,Private,1312407,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,Cuba,>50K
57,Private,1347309,5th-6th,3,Widowed,Tech-support,Other-relative,Other,Male,0,0,91,India,<=50K
43,Self-emp-not-inc,798705,9th,5,Divorced,Tech-support,Own-child,Black,Male,0,0,97,Cuba,<=50K
18,Private,615104,11th,7,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,63,Germany,<=50K
77,Private,1357146,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,England,>50K
60,Private,630057,1st-4th,2,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,24,Puerto-Rico,<=50K
40,Private,575068,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,19,Philippines,<=50K
48,Private,720668,10th,6,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,32,Philippines,<=50K
85,Private,532468,5th-6th,3,Separated,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,58,Philippines,<=50K
27,Private,1246931,9th,5,Separated,Handlers-cleaners,Own-child,Black,Male,0,0,62,Germany,>50K
71,Local-gov,27576,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,65,Canada,<=50K
66,Private,346773,Masters,14,Never-married,Prof-specialty,Own-child,Other,Female,0,0,75,Germany,>50K
44,Private,89700,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,71,Cuba,<=50K
31,State-gov,1219762,10th,6,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,10,United-States,>50K
46,Private,967116,Prof-school,15,Separated,Prof-specialty,Other-relative,Other,Male,0,0,92,Germany,<=50K
55,Private,1025081,7th-8th,4,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,60,Canada,<=50K
38,Local-gov,617620,1st-4th,2,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,70,El-Salvador,<=50K
32,Self-emp-inc,775265,9th,5,Separated,Transport-moving,Wife,Other,Female,0,0,12,Mexico,<=50K
26,Private,764376,12th,8,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,71,Canada,<=50K
65,Private,1409028,Bachelors,13,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,0,0,83,England,>50K
53,Private,617062,Prof-school,15,Separated,Exec-managerial,Other-relative,Black,Female,0,0,36,El-Salvador,<=50K
44,Federal-gov,957327,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,53,Cuba,>50K
66,Private,53971,5th-6th,3,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,0,0,64,Germany,<=50K
40,Federal-gov,396796,10th,6,Widowed,Exec-managerial,Not-in-family,Other,Female,0,0,34,Cuba,<=50K
89,Private,1183042,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,69,England,<=50K
86,State-gov,978249,HS-grad,9,Widowed,Craft-repair,Not-in-family,Other,Female,0,0,39,United-States,>50K
85,Private,216594,11th,7,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,42023,833,55,Mexico,<=50K
46,Private,1454082,Prof-school,15,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0,0,45,Philippines,>50K
48,Private,836426,11th,7,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,92,India,>50K
78,Private,529460,11th,7,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Female,85616,1425,64,Mexico,<=50K
23,Private,1386445,9th,5,Separated,Sales,Husband,Asian-Pac-Islander,Male,0,0,85,United-States,>50K
45,Private,1380510,Doctorate,16,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,13,England,<=50K
77,Private,1294096,1st-4th,2,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,67,United-States,<=50K
83,Private,396720,Prof-school,15,Widowed,Prof-specialty,Own-child,Black,Male,0,0,32,Mexico,<=50K
70,Self-emp-not-inc,970061,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,Other,Male,0,0,43,Puerto-Rico,<=50K
53,Federal-gov,1059211,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,61,United-States,<=50K
77,Local-gov,465793,10th,6,Divorced,Adm-clerical,Own-child,White,Female,0,0,35,Germany,<=50K
82,Private,44232,12th,8,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,74,Cuba,<=50K
19,Federal-gov,1274679,Bachelors,13,Widowed,Tech-support,Own-child,Other,Female,0,0,95,Puerto-Rico,<=50K
68,Federal-gov,85253,5th-6th,3,Divorced,Prof-specialty,Other-relative,White,Female,0,0,95,United-States,<=50K
77,Private,695357,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,82,England,<=50K
58,Private,1366667,Bachelors,13,Widowed,Craft-repair,Own-child,White,Male,0,0,20,India,>50K
32,Private,743778,Prof-school,15,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,75,Philippines,>50K
31,Federal-gov,338570,Bachelors,13,Widowed,Craft-repair,Husband,Other,Male,0,0,75,Cuba,<=50K
84,Self-emp-not-inc,211432,Prof-school,15,Separated,Craft-repair,Other-relative,White,Male,0,0,19,Mexico,<=50K
57,Private,1293757,HS-grad,9,Divorced,Sales,Wife,Other,Female,57355,610,37,United-States,<=50K
37,Self-emp-not-inc,659357,Prof-school,15,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0,0,17,Canada,>50K
26,Private,1268842,Masters,14,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,18,Canada,>50K
54,Private,507425,10th,6,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,63,Puerto-Rico,<=50K
66,State-gov,1052076,Preschool,1,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,India,<=50K
50,Private,947022,Doctorate,16,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,0,0,94,England,<=50K
72,Private,1397423,HS-grad,9,Divorced,Prof-specialty,Other-relative,Black,Female,0,0,36,Canada,<=50K
30,Private,1490796,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,58393,999,67,Germany,<=50K
82,Private,232924,Bachelors,13,Separated,Transport-moving,Not-in-family,White,Female,0,0,33,El-Salvador,<=50K
57,State-gov,1338674,7th-8th,4,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K
40,Federal-gov,184811,11th,7,Never-married,Tech-support,Other-relative,Other,Female,0,0,89,England,>50K
51,Self-emp-not-inc,1044859,Prof-school,15,Separated,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,22,Puerto-Rico,<=50K
56,Private,1229695,11th,7,Widowed,Tech-support,Own-child,White,Female,0,0,52,India,<=50K
40,Self-emp-not-inc,635320,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,73,Puerto-Rico,<=50K
56,Federal-gov,254839,Preschool,1,Separated,Sales,Other-relative,Other,Male,0,0,44,Puerto-Rico,<=50K
51,State-gov,1003362,Assoc-voc,11,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,74,Cuba,<=50K
74,Federal-gov,1411737,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Male,0,0,41,Philippines,<=50K
87,Self-emp-inc,975065,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,64,India,<=50K
87,Private,855085,Prof-school,15,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,25,Puerto-Rico,>50K
63,State-gov,447393,7th-8th,4,Widowed,Transport-moving,Other-relative,Asian-Pac-Islander,Female,0,0,44,England,<=50K
30,State-gov,1308060,10th,6,Separated,Exec-managerial,Wife,White,Female,0,0,19,Cuba,<=50K
71,Federal-gov,101514,Some-college,10,Divorced,Transport-moving,Not-in-family,Other,Male,0,0,52,Puerto-Rico,<=50K
39,Federal-gov,496820,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,62,Philippines,<=50K
70,Private,518293,Prof-school,15,Never-married,Tech-support,Unmarried,Other,Male,0,0,81,Puerto-Rico,<=50K
43,Private,1180732,Preschool,1,Divorced,Exec-managerial,Unmarried,Other,Female,0,0,83,Canada,<=50K
35,Federal-gov,295375,Assoc-voc,11,Married-civ-spouse,Transport-moving,Own-child,Black,Female,0,0,93,United-States,<=50K
43,Private,756077,5th-6th,3,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,39,India,<=50K
20,Private,1090445,Some-college,10,Widowed,Transport-moving,Unmarried,Other,Male,0,0,44,Puerto-Rico,<=50K
22,Private,727918,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,59,England,<=50K
29,Private,132897,Preschool,1,Separated,Exec-managerial,Unmarried,Other,Male,0,0,25,Cuba,>50K
70,Private,155713,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,33,United-States,<=50K
73,Private,708992,5th-6th,3,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,23,Puerto-Rico,<=50K
54,Private,1318797,HS-grad,9,Widowed,Adm-clerical,Wife,Other,Female,0,0,15,El-Salvador,<=50K
60,State-gov,266004,Masters,14,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,10,Mexico,<=50K
76,Private,230093,Masters,14,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,68,Philippines,<=50K
24,Local-gov,894075,Some-college,10,Widowed,Transport-moving,Other-relative,Black,Male,64371,2501,66,Canada,<=50K
28,Private,1068210,5th-6th,3,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,29,United-States,<=50K
49,Private,1459881,Doctorate,16,Divorced,Exec-managerial,Wife,Black,Female,0,0,12,India,>50K
28,Private,374938,Masters,14,Separated,Handlers-cleaners,Own-child,White,Female,0,0,53,Germany,<=50K
76,Private,1329641,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,37,El-Salvador,<=50K
61,State-gov,996422,5th-6th,3,Widowed,Tech-support,Own-child,Black,Male,0,0,43,Puerto-Rico,<=50K
34,Local-gov,1470376,7th-8th,4,Divorced,Handlers-cleaners,Wife,White,Female,0,0,60,Puerto-Rico,<=50K
56,State-gov,1099431,Prof-school,15,Separated,Sales,Wife,Asian-Pac-Islander,Female,0,0,33,India,>50K
89,Private,891277,9th,5,Widowed,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,53,England,>50K
75,Local-gov,134215,1st-4th,2,Separated,Prof-specialty,Unmarried,White,Male,0,0,22,Puerto-Rico,<=50K
41,Private,260183,Preschool,1,Widowed,Sales,Wife,White,Female,0,0,69,United-States,<=50K
29,Private,677439,11th,7,Separated,Handlers-cleaners,Other-relative,White,Female,89749,1104,40,Canada,>50K
42,Private,1062298,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,0,0,62,Puerto-Rico,<=50K
23,Self-emp-inc,98354,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,23,Canada,>50K
28,Private,446540,9th,5,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,23,Canada,<=50K
51,Federal-gov,632718,10th,6,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,69,Puerto-Rico,<=50K
87,Private,508903,10th,6,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,49766,300,44,Philippines,<=50K
66,Self-emp-not-inc,45009,Preschool,1,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,44,Cuba,<=50K
59,Private,1222845,Preschool,1,Divorced,Adm-clerical,Wife,Other,Female,0,0,23,Puerto-Rico,<=50K
34,Private,270901,Bachelors,13,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,71,Cuba,>50K
68,Private,472587,Masters,14,Separated,Exec-managerial,Other-relative,Other,Male,0,0,12,India,<=50K
23,Private,217115,Prof-school,15,Divorced,Tech-support,Not-in-family,Black,Male,0,0,82,Canada,>50K
42,Private,84328,10th,6,Never-married,Sales,Own-child,Black,Male,0,0,17,England,<=50K
59,State-gov,1380521,HS-grad,9,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,51002,2937,82,Mexico,<=50K
22,Local-gov,182840,Assoc-acdm,12,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,83,England,>50K
83,Private,1317412,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,32,England,>50K
87,Private,89005,11th,7,Never-married,Sales,Husband,Other,Male,0,0,39,United-States,>50K
25,Private,331914,Some-college,10,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,37,Cuba,<=50K
25,Local-gov,937924,Doctorate,16,Married-civ-spouse,Sales,Husband,Black,Male,0,0,12,El-Salvador,<=50K
32,Private,229827,12th,8,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,22,Puerto-Rico,<=50K
63,Private,1362534,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,24,Canada,<=50K
89,Self-emp-not-inc,509439,Preschool,1,Divorced,Tech-support,Own-child,White,Female,0,0,96,Mexico,<=50K
64,Local-gov,1022267,Preschool,1,Separated,Transport-moving,Wife,White,Female,0,0,99,England,<=50K
85,Federal-gov,265060,5th-6th,3,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,89,Philippines,<=50K
57,Private,298983,Masters,14,Widowed,Transport-moving,Husband,White,Male,0,0,34,Canada,<=50K
89,Private,955815,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Male,88622,1411,13,Puerto-Rico,<=50K
32,State-gov,1498288,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,92,Canada,<=50K
24,Private,231874,Preschool,1,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,61,Canada,<=50K
63,Self-emp-not-inc,1118148,HS-grad,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,83,United-States,<=50K
64,Self-emp-inc,660221,10th,6,Never-married,Farming-fishing,Own-child,Other,Female,0,0,82,England,<=50K
28,Private,144040,10th,6,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,26,India,>50K
21,Federal-gov,184829,11th,7,Divorced,Adm-clerical,Not-in-family,Other,Female,0,0,93,Canada,<=50K
75,Private,447079,Preschool,1,Never-married,Transport-moving,Unmarried,White,Male,0,0,97,Germany,>50K
39,State-gov,519441,5th-6th,3,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,0,0,10,England,>50K
69,Private,615989,Assoc-voc,11,Separated,Craft-repair,Other-relative,Other,Female,0,0,62,United-States,>50K
29,Private,971275,Masters,14,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,28,India,>50K
18,Private,451353,1st-4th,2,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,92,Philippines,>50K
23,Federal-gov,473363,7th-8th,4,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,18,Mexico,<=50K
48,Private,305669,12th,8,Divorced,Craft-repair,Unmarried,Other,Female,0,0,82,India,<=50K
20,Federal-gov,279436,1st-4th,2,Separated,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,87,India,<=50K
67,State-gov,615138,Assoc-voc,11,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,17327,2506,25,Canada,<=50K
63,State-gov,342546,1st-4th,2,Separated,Exec-managerial,Wife,White,Female,0,0,92,Philippines,<=50K
83,Local-gov,798777,1st-4th,2,Divorced,Tech-support,Other-relative,Other,Male,0,0,33,Germany,<=50K
62,State-gov,1311231,Masters,14,Separated,Sales,Own-child,Other,Female,0,0,67,Canada,<=50K
52,Private,1104807,Doctorate,16,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,81924,1089,65,Canada,<=50K
19,Self-emp-not-inc,994141,9th,5,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,0,0,58,El-Salvador,>50K
52,Private,907830,Preschool,1,Separated,Farming-fishing,Other-relative,Other,Male,0,0,54,Philippines,<=50K
71,Private,172063,Masters,14,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,67,Germany,<=50K
74,Private,1183459,1st-4th,2,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,36,Mexico,<=50K
20,Self-emp-inc,262943,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,93,England,<=50K
52,Private,878768,Preschool,1,Divorced,Exec-managerial,Not-in-family,Other,Female,0,0,52,Canada,>50K
58,Self-emp-inc,355378,Assoc-voc,11,Widowed,Farming-fishing,Other-relative,Other,Male,0,0,71,El-Salvador,>50K
43,Self-emp-not-inc,219737,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Other-relative,Black,Male,0,0,62,Mexico,<=50K
18,Private,1193795,1st-4th,2,Separated,Exec-managerial,Unmarried,Other,Male,0,0,11,Philippines,<=50K
26,Federal-gov,950590,10th,6,Divorced,Prof-specialty,Wife,Black,Female,0,0,25,Puerto-Rico,>50K
44,Private,581739,11th,7,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,10,United-States,<=50K
18,Self-emp-not-inc,788217,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,10,Mexico,>50K
72,Federal-gov,306594,12th,8,Never-married,Exec-managerial,Other-relative,White,Male,0,0,96,United-States,<=50K
54,Self-emp-not-inc,341510,Prof-school,15,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,18,Mexico,<=50K
66,Private,1187356,Bachelors,13,Separated,Sales,Own-child,Asian-Pac-Islander,Female,0,0,23,India,>50K
50,Local-gov,821039,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Male,0,0,85,Cuba,<=50K
64,Local-gov,523644,Doctorate,16,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,80,Mexico,<=50K
27,Self-emp-not-inc,857050,9th,5,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,83,Puerto-Rico,>50K
86,Private,678547,9th,5,Widowed,Farming-fishing,Own-child,Other,Male,0,0,60,Mexico,<=50K
27,Private,575401,Assoc-voc,11,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,India,>50K
54,Private,988868,11th,7,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,46,Cuba,<=50K
27,Private,1158547,Preschool,1,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,80,England,<=50K
27,Self-emp-not-inc,1156457,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,29,Mexico,<=50K
55,Private,1213998,1st-4th,2,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,75,Mexico,<=50K
37,Private,599288,Masters,14,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,67,Mexico,<=50K
86,Private,636305,7th-8th,4,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,20,Canada,<=50K
69,Private,51775,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,23,Germany,<=50K
28,Local-gov,729575,Bachelors,13,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,61919,2329,72,Canada,>50K
37,Federal-gov,1307571,Preschool,1,Married-civ-spouse,Prof-specialty,Unmarried,Other,Female,0,0,51,Philippines,<=50K
30,Private,1057220,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,31,Cuba,<=50K
41,Private,1164074,HS-grad,9,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,93,Cuba,<=50K
42,Local-gov,67231,7th-8th,4,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Female,0,0,31,Canada,<=50K
60,Private,375875,Preschool,1,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,89,Germany,<=50K
83,Federal-gov,443762,11th,7,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,0,0,89,England,>50K
21,Private,832554,1st-4th,2,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,94,Philippines,>50K
49,Self-emp-not-inc,895981,Prof-school,15,Married-civ-spouse,Tech-support,Own-child,Other,Female,0,0,96,Mexico,<=50K
86,Private,281312,Masters,14,Never-married,Sales,Not-in-family,Black,Male,0,0,95,Philippines,<=50K
40,Private,978129,Masters,14,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,57,United-States,>50K
19,Private,283160,Masters,14,Widowed,Exec-managerial,Husband,Black,Male,0,0,80,Mexico,>50K
49,Federal-gov,158251,Prof-school,15,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,63,El-Salvador,<=50K
36,Self-emp-not-inc,1330853,5th-6th,3,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,99,India,<=50K
32,Federal-gov,316089,Masters,14,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,69,Puerto-Rico,>50K
34,Private,988103,Preschool,1,Separated,Tech-support,Husband,Black,Male,0,0,24,England,<=50K
66,State-gov,137150,1st-4th,2,Widowed,Craft-repair,Own-child,White,Female,25061,776,10,El-Salvador,<=50K
71,Private,892713,5th-6th,3,Separated,Tech-support,Other-relative,Black,Female,0,0,90,Germany,>50K
70,Private,1156435,Prof-school,15,Divorced,Craft-repair,Wife,Black,Female,0,0,80,Cuba,>50K
51,Private,978796,Assoc-acdm,12,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,47,Canada,<=50K
62,Self-emp-not-inc,691849,7th-8th,4,Never-married,Tech-support,Own-child,Black,Male,0,0,17,Mexico,<=50K
60,Self-emp-not-inc,231051,Assoc-voc,11,Divorced,Farming-fishing,Own-child,White,Female,0,0,79,El-Salvador,<=50K
26,Private,1422027,Preschool,1,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,55,Puerto-Rico,>50K
67,Self-emp-inc,1312757,Some-college,10,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,53,Mexico,<=50K
23,Private,442085,Preschool,1,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,71068,3530,55,Germany,>50K
83,Private,94576,12th,8,Married-civ-spouse,Prof-specialty,Other-relative,Other,Male,0,0,41,El-Salvador,<=50K
29,Private,356129,Assoc-acdm,12,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,25,El-Salvador,<=50K
57,Private,1269845,HS-grad,9,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,91,Cuba,<=50K
82,Private,917609,7th-8th,4,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,45,England,<=50K
78,Private,1220732,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,33,England,<=50K
69,Private,94263,10th,6,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,71,Philippines,<=50K
21,Private,889054,11th,7,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,58,Canada,<=50K
35,Private,1161641,9th,5,Widowed,Craft-repair,Own-child,White,Male,0,0,28,Germany,>50K
56,State-gov,1100604,12th,8,Never-married,Adm-clerical,Other-relative,Other,Male,0,0,33,Cuba,<=50K
28,Private,386126,12th,8,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,Canada,>50K
35,Private,1197417,10th,6,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,25,India,<=50K
47,Private,906226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,43,Cuba,<=50K
57,State-gov,949534,5th-6th,3,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,63,Mexico,>50K
27,Private,715162,Preschool,1,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,17,Puerto-Rico,<=50K
51,Private,487876,Assoc-acdm,12,Widowed,Farming-fishing,Wife,White,Female,0,0,31,El-Salvador,<=50K
